SF_Id,Name,Field,Before,After,Source,Timestamp,Action,Note
a01WR00001Lmr8jYAB,Mesa_MDU_Dobson Ranch Condos,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9FYAR,KILLEEN_MDU_500_Vermont_ST,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9GYAR,TX_KILLEEN_SA10_FDH13_PA04,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9HYAR,KILLEEN_MDU_425 AVE C APTS,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9IYAR,TX_KILLEEN_SA10_FDH03_PA01,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9JYAR,SFU,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9KYAR,Saddle Ridge,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9LYAR,SANTA FE TRAILS,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9MYAR,KILLEEN_MDU_Janis_Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9NYAR,Mesa_MDU_Woodcreek Townhomes,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9OYAR,Decatur_MDU_Eagle Ridge Ter,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9PYAR,Nolanville_MDU_W K Ave and N 3rd St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9QYAR,TX_TAYLOR_SA01_FDH03_PA01,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9RYAR,Taylor_MDU_Lakeside Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9SYAR,Taylor_MDU_Mallard Run Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9TYAR,TX_NOLANVILLE_SA01_FB01_PA01,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9UYAR,Decatur_MDU_Smallwood Trailer Park,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9VYAR,TX_GEORGETOWN_SA02_FDH03_PA01,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9WYAR,0,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9XYAR,<Null>,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lmr9YYAR,Azle_MDU_Eagle Lake,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9ZYAR,Keller_MDU_Olympus Waterford,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9aYAB,Keller_MDU_Arthouse Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9bYAB,Keller_MDU_Grand Estates @ Keller,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9cYAB,Boyd_MDU_410 S Allen,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9dYAB,Boyd_MDU_Boyd Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9eYAB,Fort Worth_MDU_Discovery Village at Alliance Town Center: Retirement Community,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9fYAB,Roanoke_MDU_Lost Spurs,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9gYAB,Lewisville_MDU_Lakeway at Castle Hills,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9hYAB,Fort Worth_MDU_Tallgrass Village,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9iYAB,Roanoke_MDU_Enclave at Westport,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9jYAB,Fort Worth_MDU_Legend Assisted Living,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9kYAB,Fort Worth_MDU_Watervue,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9lYAB,Taylor_MDU_1007 Burkett St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9mYAB,Taylor_MDU_1009 Burkett St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9nYAB,Taylor_MDU_1117 Burkett St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9oYAB,Taylor_MDU_1019 Burkett St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9pYAB,TX_TAYLOR_SA02_FDH09_PA11,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9qYAB,TX_KILLEEN_SA12_FDH08_PA02,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9rYAB,Killeen_MDU_The Bungalows,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9sYAB,Killeen_MDU_Bay Colony Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9tYAB,Killeen_MDU_The Renaissance at Stoney Creek,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9uYAB,TX_GEORGETOWN_SA09_FDH07_PA11,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9vYAB,Killeen_MDU_Lake Rd,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9wYAB,Killeen_MDU_4404 Lake Rd Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9xYAB,Killeen_MDU_4707 Westcliff,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9yYAB,Killeen_MDU_Brickstone Villas,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lmr9zYAB,Killeen_MDU_1702 Kirk Ave 8 Plex,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA0YAJ,Killeen_MDU_Morgan Manor Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA1YAJ,Killeen_MDU_Bundrant Dr Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA2YAJ,Killeen_MDU_1404 Bundrant Dr 8 Plex,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA3YAJ,Killeen_MDU_Clinkenbeard Dr Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA4YAJ,TX_KILLEEN_SA02_FDH11_PA02,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA5YAJ,Killeen_MDU_801 W Ave 8 Plex,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA6YAJ,TX_KILLEEN_SA11_FDH07_PA04,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA7YAJ,Killeen_MDU_716 W Ave,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA8YAJ,Killeen_MDU_408-420 E Hallmark Ave,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrA9YAJ,Killeen_MDU_500 E Ave G 8 Plex,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrAAYAZ,TX_KILLEEN_SA11_FDH03_PA04,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrABYAZ,Killeen_MDU_Terrace Heights Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrACYAZ,Taylor_MDU_Bull Run Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrADYAZ,Taylor_MDU_Taylor_Square,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrAEYAZ,Oceanside_MDU_Villa Del Mar,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrAFYAZ,Bridgeport_MDU_1301 Cates St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LmrAGYAZ,Bridgeport_MDU_1307 Cates St,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmXYAR,Solana Beach_MDU_Las Brisas,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmYYAR,Solana Beach_MDU_Seascape Shores Condos,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmZYAR,Solana Beach_MDU_Surfsong Condos,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmaYAB,Solana Beach_MDU_Del Mar Beach Club,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmbYAB,Solana Beach_MDU_Solana Beach & Tennis Club,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmcYAB,Solana Beach_MDU_Del Mar Shores Terrace,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmdYAB,Solana Beach_MDU_Seascape Chateau,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmeYAB,Georgetown_MDU_Retreat at Wolf Ranch,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmfYAB,Omaha_MDU_4402 N 60th Ave,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmgYAB,Solana Beach_MDU_Steven's Manor,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmhYAB,Oceanside_MDU_Laguna Vista Mobile Estates,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmiYAB,Solana Beach_MDU_Verdi,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmjYAB,KILLEEN_MDU_2103_MLK_JR_BLVD apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmkYAB,TX_KILLEEN_SA03_FDH11_PA01,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmlYAB,Solana Beach_MDU_207 N Sierra Quadplex,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmmYAB,Omaha_MDU_Steelcrest Apts,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmnYAB,Solana Beach_MDU_705-709 Ida Ave,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmoYAB,NE_OMAHA_SA05_FDH01_PA02,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmpYAB,TX_DFW_CHSEAPEAKE PLACE,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmqYAB,Mesa_MDU_Aspen Ridge,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmrYAB,NE_OMAHA_SA12_FDH26_MDU_4801 UNDERWOOD MFM LLC,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmsYAB,NE_OMAHA_SA12_FDH26_MDU_PARKER8 LLC,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmtYAB,Watauga_MDU_Park Vista Townhomes,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrmuYAB,1510 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrmvYAB,1610 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrmwYAB,1602 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrmxYAB,1604 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrmyYAB,1305 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrmzYAB,1125 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn0YAB,1123 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn1YAB,1101 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn2YAB,1357 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn3YAB,1309 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn4YAB,Tucson_MDU_Navajo Hills Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lnrn5YAB,Los Angeles_MDU_Ladera Townhouse,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lnrn6YAB,Mesa_MDU_Sun Valley Ranch Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001Lnrn7YAB,4735 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn8YAB,4707 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001Lnrn9YAB,4809 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrnAYAR,4811 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrnBYAR,4803 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrnCYAR,4721 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrnDYAR,4801 NW RADIAL HWY OMAHA NE,(created),,PL created (bus),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=bus; from Vetro sync
a01WR00001LnrnEYAR,Tucson_MDU_Villa Pacifica Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrnFYAR,Culver City_MDU_Parkway Plaza,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrnGYAR,Panorama City_MDU_Cielo,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00001LnrnHYAR,Tucson_MDU_Yavapai Hills Apartments,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
