SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yWm2AI,AGR-1079,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-276),UPDATE,2026-04-28T17:08:16.770410
a0BWR0000083yWm2AI,AGR-1079,Signed_Date__c,2025-06-06,2025-06-09,ironclad_export_2026-04-29 (IC-276),UPDATE,2026-04-28T17:08:16.770418
a0BWR0000083yWn2AI,AGR-1080,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-79),UPDATE,2026-04-28T17:08:16.770427
a0BWR0000083yWn2AI,AGR-1080,Signed_Date__c,2025-04-08,2025-04-09,ironclad_export_2026-04-29 (IC-79),UPDATE,2026-04-28T17:08:16.770434
a0BWR0000083yWo2AI,AGR-1081,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-296),UPDATE,2026-04-28T17:08:16.770443
a0BWR0000083yWo2AI,AGR-1081,Signed_Date__c,2025-07-10,2025-07-11,ironclad_export_2026-04-29 (IC-296),UPDATE,2026-04-28T17:08:16.770451
a0BWR0000083yX42AI,AGR-1097,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-716),UPDATE,2026-04-28T17:08:16.770459
a0BWR0000083yX42AI,AGR-1097,Signed_Date__c,,2025-07-29,ironclad_export_2026-04-29 (IC-716),UPDATE,2026-04-28T17:08:16.770467
a0BWR0000083yXF2AY,AGR-1108,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-119),UPDATE,2026-04-28T17:08:16.770475
a0BWR0000083yXF2AY,AGR-1108,Signed_Date__c,2025-03-31,2025-04-11,ironclad_export_2026-04-29 (IC-119),UPDATE,2026-04-28T17:08:16.770483
a0BWR0000083ya72AA,AGR-1286,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-803),UPDATE,2026-04-28T17:08:16.770491
a0BWR0000083ya72AA,AGR-1286,Signed_Date__c,,2025-10-27,ironclad_export_2026-04-29 (IC-803),UPDATE,2026-04-28T17:08:16.770499
a0BWR0000083yaN2AQ,AGR-1302,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-295),UPDATE,2026-04-28T17:08:16.770506
a0BWR0000083yaN2AQ,AGR-1302,Signed_Date__c,2025-04-04,2025-06-30,ironclad_export_2026-04-29 (IC-295),UPDATE,2026-04-28T17:08:16.770515
a0BWR0000083yaP2AQ,AGR-1304,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-109),UPDATE,2026-04-28T17:08:16.770523
a0BWR0000083yaP2AQ,AGR-1304,Signed_Date__c,2025-02-21,2025-02-27,ironclad_export_2026-04-29 (IC-109),UPDATE,2026-04-28T17:08:16.770531
a0BWR0000083yaW2AQ,AGR-1311,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-106),UPDATE,2026-04-28T17:08:16.770538
a0BWR0000083yaW2AQ,AGR-1311,Signed_Date__c,2026-03-01,2026-03-19,ironclad_export_2026-04-29 (IC-106),UPDATE,2026-04-28T17:08:16.770557
a0BWR0000083yaX2AQ,AGR-1312,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-278),UPDATE,2026-04-28T17:08:16.770566
a0BWR0000083yaX2AQ,AGR-1312,Signed_Date__c,2026-03-01,2026-03-19,ironclad_export_2026-04-29 (IC-278),UPDATE,2026-04-28T17:08:16.770574
a0BWR000008WR262AG,AGR-1467,Status__c,Review,Sign,ironclad_export_2026-04-29 (IC-2803),UPDATE,2026-04-28T17:08:16.770582
a0BWR000008WSSn2AO,AGR-1453,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-2185),UPDATE,2026-04-28T17:08:16.770591
a0BWR000008WSSn2AO,AGR-1453,Signed_Date__c,2026-01-15,2026-01-21,ironclad_export_2026-04-29 (IC-2185),UPDATE,2026-04-28T17:08:16.770599
a0BWR000008WSZF2A4,AGR-1457,Status__c,Review,Cancelled,ironclad_export_2026-04-29 (IC-2112),UPDATE,2026-04-28T17:08:16.770607
a0BWR000008WSar2AG,AGR-1458,Status__c,Review,Cancelled,ironclad_export_2026-04-29 (IC-1703),UPDATE,2026-04-28T17:08:16.770615
a0BWR000008WSe52AG,AGR-1460,Status__c,Review,Sign,ironclad_export_2026-04-29 (IC-2826),UPDATE,2026-04-28T17:08:16.770623
a0BWR000008WSiv2AG,AGR-1463,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-2271),UPDATE,2026-04-28T17:08:16.770631
a0BWR000008WSiv2AG,AGR-1463,Signed_Date__c,2026-01-26,2026-02-12,ironclad_export_2026-04-29 (IC-2271),UPDATE,2026-04-28T17:08:16.770639
a0BWR000008WSkX2AW,AGR-1464,Status__c,Review,Cancelled,ironclad_export_2026-04-29 (IC-2833),UPDATE,2026-04-28T17:08:16.770647
a0BWR000008WSm92AG,AGR-1465,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-2817),UPDATE,2026-04-28T17:08:16.770655
a0BWR000008WSm92AG,AGR-1465,Signed_Date__c,2026-02-24,2026-03-18,ironclad_export_2026-04-29 (IC-2817),UPDATE,2026-04-28T17:08:16.770663
a0BWR000008WSnl2AG,AGR-1466,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-2818),UPDATE,2026-04-28T17:08:16.770671
a0BWR000008WSnl2AG,AGR-1466,Signed_Date__c,2026-02-24,2026-03-12,ironclad_export_2026-04-29 (IC-2818),UPDATE,2026-04-28T17:08:16.770679
a0BWR000008WSqz2AG,AGR-1469,Status__c,Review,Sign,ironclad_export_2026-04-29 (IC-2588),UPDATE,2026-04-28T17:08:16.770687
a0BWR000008WSsb2AG,AGR-1470,Status__c,Review,Cancelled,ironclad_export_2026-04-29 (IC-1814),UPDATE,2026-04-28T17:08:16.770695
a0BWR000008WSuD2AW,AGR-1471,Status__c,Review,Cancelled,ironclad_export_2026-04-29 (IC-1039),UPDATE,2026-04-28T17:08:16.770702
