SF_Id,Name,Field,Before,After,Source,Timestamp,Action,RecordType,StageName,OldOwnerName,NewOwnerName,AgreementTypes
006WR00000xvKb9YAE,Killeen_MDU_Villa Del North,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xvPe3YAE,Killeen_MDU_602 N 2nd St,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xvhSvYAI,Killeen_MDU_1015-1017 Parmer Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xvmSZYAY,Killeen_MDU_The Links Apts,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xw5JvYAI,Killeen_MDU_191 N 1th St,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xw7NKYAY,Killeen_MDU_511 N Gilmer & 512 Wyoming St,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xw9XDYAY,Killeen_MDU_127-129 N 1th St,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xwEqDYAU,Mesa_MDU_El Rancho Del Sol Apts,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xwFvyYAE,Killeen_MDU_Twin Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xwGnBYAU,Killeen_MDU_201 W Green Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwGqPYAU,Killeen_MDU_204 E Harrison Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xwGvFYAU,Killeen_MDU_Tee Top Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Tanya Friese,(none)
006WR00000xwGwrYAE,Killeen_MDU_Magnolia Heights,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwH89YAE,Killeen_MDU_425 N Gilmer St,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwH9lYAE,Killeen_MDU_5 W Rancier Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwHCzYAM,Killeen_MDU_601 Harbour Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwHHpYAM,Killeen_MDU_Downtown Manor,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwHJRYA2,Killeen_MDU_703 Gilmer Street Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwHL3YAM,Killeen_MDU_The Bungalows,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000xwHRVYA2,Killeen_MDU_East Gate Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Tanya Friese,ROE
006WR00000y4ekIYAQ,Mineral Wells_MDU_Shady Oak Circle Housing,OwnerId,005WR000003CD6DYAW,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Engaged,Melissa Baker,Tanya Friese,(none)
006WR000012SH5tYAG,ROE - 2651 W BASELINE RD MESA AZ,OwnerId,005WR000002ieYTYAY,005WR0000030R1hYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospects,Cass Parker,Tanya Friese,(none)
006WR00000wkA8yYAE,78th Place Apartments,OwnerId,005WR00000DEU6oYAH,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Bill Holick,Rosemarie Shortino,ROE
006WR00000xtaP4YAI,Omaha_MDU_4822-4826 Sahler St Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xuCFqYAM,Omaha_MDU_The Redman Townhomes & Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xuXoyYAE,Omaha_MDU_4616 Redman Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xumrOYAQ,New Added Site,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xuog7YAA,Omaha_MDU_1121 N 48TH ST,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Rosemarie Shortino,(none)
006WR00000xuxpsYAA,Omaha_MDU_4618 Redman Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xuzq7YAA,Omaha_MDU_4803 Boyd St Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xv174YAA,Omaha_MDU_The Wakeley Pointe,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvAAMYA2,Omaha_MDU_4527 Decatur St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvBUcYAM,Omaha_MDU_4023 HAMILTON ST,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvE98YAE,Omaha_MDU_6302 Boyd St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvEU6YAM,Omaha_MDU_6406 Boyd St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvFDHYA2,Omaha_MDU_The Richards Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvSKBYA2,Omaha_MDU_2313 N 72nd St apts,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvWR0YAM,Omaha_MDU_4810-4812 Capital Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvYe6YAE,Omaha_MDU_4484 Redman Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvYz4YAE,Omaha_MDU_Caroline,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvZ3uYAE,Omaha_MDU_The Rose Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvbCAYAY,Omaha_MDU_4907 Ames Ave Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvjmRYAQ,Omaha_MDU_The Frederick,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvkCFYAY,Omaha_MDU_Brewer Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvlrSYAQ,NE_MDU_Larimore Senior Living,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Rosemarie Shortino,(none)
006WR00000xvsXyYAI,Omaha_MDU_4318-4324 N 48th St Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvtfKYAQ,Omaha_MDU_1115-1117 N 48TH ST,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Rosemarie Shortino,(none)
006WR00000xvxiwYAA,Omaha_MDU_4502 N 49th St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xvyiEYAQ,Omaha_MDU_5240 Ames Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xw0VXYAY,Omaha_MDU_4822-4824 Cass St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xw7SBYAY,Omaha_MDU_4005 Hartman Circle,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwCd8YAE,Omaha_MDU_5006 Davenport St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwEztYAE,Omaha_MDU_Benson Gardens,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwF7xYAE,Omaha_MDU_360 Skyview,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwF9ZYAU,Omaha_MDU_Arbor Creek Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFCnYAM,Omaha_MDU_4015 HAMILTON ST,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFMTYA2,Omaha_MDU_Birchwood Apts,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFPhYAM,Omaha_MDU_4313 N 65th St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFRJYA2,Omaha_MDU_Benson Crest Apartments 1,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFSvYAM,Omaha_MDU_4455 Franklin St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFazYAE,Omaha_MDU_4524 Lafayette Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Rosemarie Shortino,(none)
006WR00000xwFcbYAE,Omaha_MDU_4606 Redman Ave,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwFsjYAE,Omaha_MDU_4752 NICHOLAS ST,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Rosemarie Shortino,(none)
006WR00000xwFzBYAU,Omaha_MDU_Taylor Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwG7FYAU,Omaha_MDU_Ellington Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwGATYA2,Omaha_MDU_California Place,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwGIXYA2,Omaha_MDU_6303 Taylor Cir,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwGK9YAM,Omaha_MDU_6414 Boyd St,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR00000xwGSDYA2,Omaha_MDU_St Frances Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Rosemarie Shortino,ROE
006WR000012RHXpYAO,ROE - 5400 BASSWOOD BLVD FORT WORTH TX,OwnerId,005WR000002ieYTYAY,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Proposal Sent,Cass Parker,Rosemarie Shortino,(none)
006WR000012SH7VYAW,ROE - 6201 N 89TH CIR OMAHA NE,OwnerId,005WR000002ieYTYAY,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Engaged,Cass Parker,Rosemarie Shortino,(none)
006WR000012SHAjYAO,ROE - 2801 HERITAGE TRACE DR FORT WORTH TX,OwnerId,005WR000002ieYTYAY,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Proposal Sent,Cass Parker,Rosemarie Shortino,(none)
006WR000012SHHBYA4,ROE - 801 KELLER PKWY KELLER TX,OwnerId,005WR000002ieYTYAY,005WR0000030R9lYAE,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Proposal Sent,Cass Parker,Rosemarie Shortino,(none)
006WR00000xuFKAYA2,Bridgeport_MDU_Federal Housing Administration,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Justin Barry,(none)
006WR00000xuqjXYAQ,Bridgeport_MDU_Edgewood Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Justin Barry,(none)
006WR00000xuvORYAY,HARKER HEIGHTS_MDU_700 S Amy Ln apt,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Justin Barry,(none)
006WR00000xv9auYAA,Bridgeport_SA01_FDH08_PA02,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Justin Barry,ROE
006WR00000xvW9GYAU,Taylor_MDU_Vance Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Justin Barry,ROE
006WR00000xveMwYAI,Mineral Wells_MDU_305-309 NW 4th St Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Justin Barry,(none)
006WR00000xw41GYAQ,Bridgeport_SA01_FDH08_PA01,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Justin Barry,ROE
006WR00000xwGs1YAE,Taylor_MDU_Tejas Apartments,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,Prospects,Melissa Baker,Justin Barry,(none)
006WR00000xwHPtYAM,Georgetown_MDU_Mid-Century Park,OwnerId,005WR000003CD6DYAW,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,MDU,PAL/ROE Complete,Melissa Baker,Justin Barry,ROE
006WR000012P3QsYAK,ROE - 6703 MID-CITIES BLVD N RICHLAND HILLS TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospects,Cass Parker,Justin Barry,(none)
006WR000012S5xdYAC,ROE - 102 GARRETT MORRIS PKWY MINERAL WELLS TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospecting,Cass Parker,Justin Barry,(none)
006WR000012SHDxYAO,ROE - 1246 MAIN ST SOUTHLAKE TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospects,Cass Parker,Justin Barry,(none)
006WR000012SHFZYA4,ROE - 1050 REPUBLIC DR ROANOKE TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospecting,Cass Parker,Justin Barry,(none)
006WR000012SHInYAO,ROE - 1510 E SOUTHLAKE BLVD SOUTHLAKE TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospects,Cass Parker,Justin Barry,(none)
006WR000012SHKPYA4,ROE - 6402 RUFE SNOW DR N RICHLAND HILLS TX,OwnerId,005WR000002ieYTYAY,005WR0000030RCzYAM,reassign_owner_to_re_2026-04-30.py,2026-04-30T16-41-21,PLANNED,Business_ROE,Prospecting,Cass Parker,Justin Barry,(none)
